ID_Cliente,Motivo,Education,Cidade,Renda_anual,Aulas,NPS,Num_Aulas,Ano_de_nascimento,Banheiros_na_casa,Quartos_na_casa,motivo_na,renda_na,Quartos_Banheiros,faixa_idade,Renda_anual_imputada
580,Trabalho,Doutorado,São Paulo,45207.0,Ingles,4,34,2000,3,3,False,False,3Q_3B,2000s,45207.0
581,Trabalho,Graduação,Rio Branco,40689.0,Ingles,1,1,1977,3,3,False,False,3Q_3B,<1980,40689.0
582,Viagem,Ensino Médio,São Paulo,48080.93700787402,Espanhol,1,10,1993,3,3,False,True,3Q_3B,1990s,48080.93700787402
583,Trabalho,Mestrado,São Paulo,20274.25,Mandarim,3,99,1977,1,1,False,True,1Q_1B,<1980,20274.25
584,Trabalho,Graduação,São Paulo,39453.0,Espanhol,3,5,2009,2,2,False,False,2Q_2B,2000s,39453.0
585,Viagem,Ensino Médio,São Paulo,22253.544502617802,Espanhol,1,10,1997,1,1,False,True,1Q_1B,1990s,22253.544502617802
586,Viagem,Graduação,São Paulo,79800.0,Espanhol e Ingles,5,37,1981,4,6,False,False,6Q_4B,1980s,79800.0
587,Viagem,Mestrado,São Paulo,61794.0,Espanhol e Ingles,3,1,1987,4,4,True,False,4Q_4B,1980s,61794.0
588,Estudos,Graduação,São Paulo,53863.0,Ingles,2,1,1981,3,4,False,False,4Q_3B,1980s,53863.0
589,Estudos,Graduação,São Paulo,22253.544502617802,Espanhol,3,9,1985,1,1,True,True,1Q_1B,1980s,22253.544502617802
590,Viagem,Doutorado,São Paulo,39684.0,Ingles,3,1,2010,2,2,False,False,2Q_2B,2010s,39684.0
591,Viagem,Mestrado,São Paulo,92163.0,Mandarim,2,90,2001,5,6,False,False,6Q_5B,2000s,92163.0
592,Trabalho,Mestrado,São Paulo,69882.0,Ingles,5,39,1991,4,5,True,False,5Q_4B,1990s,69882.0
593,Estudos,Graduação,São Paulo,33178.0,Espanhol,4,12,2003,2,2,False,False,2Q_2B,2000s,33178.0
594,Trabalho,Doutorado,Campinas,59973.0,Ingles,2,12,1998,4,4,False,False,4Q_4B,1990s,59973.0
595,Trabalho,Mestrado,São Paulo,17459.0,Espanhol,3,6,2001,1,1,False,False,1Q_1B,2000s,17459.0
596,Estudos,Graduação,São Paulo,23910.0,Espanhol,2,13,1995,1,1,False,False,1Q_1B,1990s,23910.0
597,Trabalho,Mestrado,São Paulo,42974.15094339623,Espanhol,3,18,1995,2,3,False,True,3Q_2B,1990s,42974.15094339623
598,Estudos,Ensino Médio,São Paulo,22253.544502617802,Espanhol,2,9,2004,1,1,False,True,1Q_1B,2000s,22253.544502617802
599,Trabalho,Graduação,São Paulo,31089.0,Espanhol,2,12,2007,1,2,False,False,2Q_1B,2000s,31089.0
600,Trabalho,Graduação,São Paulo,33285.46511627907,Espanhol,4,13,1987,1,2,False,True,2Q_1B,1980s,33285.46511627907
601,Trabalho,Graduação,São Paulo,62807.0,Espanhol,2,8,1986,4,4,False,False,4Q_4B,1980s,62807.0
602,Estudos,Graduação,São Paulo,73037.20833333333,Ingles,3,58,1981,5,5,False,True,5Q_5B,1980s,73037.20833333333
603,Trabalho,Doutorado,São Paulo,61467.0,Ingles,3,12,1974,3,4,False,False,4Q_3B,<1980,61467.0
604,Trabalho,Mestrado,São Paulo,49618.0,Espanhol,5,11,1992,3,3,False,False,3Q_3B,1990s,49618.0
605,Viagem,Mestrado,São Paulo,22253.544502617802,Espanhol,4,10,2012,1,1,False,True,1Q_1B,2010s,22253.544502617802
606,Viagem,Graduação,São Paulo,42429.0,Espanhol,1,10,1999,2,3,False,False,3Q_2B,1990s,42429.0
607,Estudos,Graduação,São Paulo,26150.0,Espanhol,1,6,1982,1,1,False,False,1Q_1B,1980s,26150.0
608,Trabalho,Ensino Fundamental,São Paulo,30801.0,Ingles,4,23,2001,1,2,True,False,2Q_1B,2000s,30801.0
609,Estudos,Graduação,São Paulo,81168.0,Ingles,2,43,1991,5,6,False,False,6Q_5B,1990s,81168.0
610,Trabalho,Mestrado,São Paulo,22253.544502617802,Espanhol,1,10,1995,1,1,False,True,1Q_1B,1990s,22253.544502617802
611,Trabalho,Mestrado,São Bernardo,45006.0,Mandarim,5,85,1970,3,3,False,False,3Q_3B,<1980,45006.0
612,Trabalho,Ensino Fundamental,São Paulo,18978.0,Espanhol,1,12,1999,1,1,True,False,1Q_1B,1990s,18978.0
613,Estudos,Graduação,São Paulo,22574.0,Espanhol,1,17,1993,1,1,False,False,1Q_1B,1990s,22574.0
614,Estudos,Doutorado,Campinas,48240.0,Ingles,4,50,1995,3,3,False,False,3Q_3B,1990s,48240.0
615,Estudos,Graduação,Campinas,45837.0,Espanhol,3,15,2000,4,3,False,False,3Q_4B,2000s,45837.0
616,Trabalho,Mestrado,São Paulo,33285.46511627907,Espanhol,1,21,1991,1,2,False,True,2Q_1B,1990s,33285.46511627907
617,Estudos,Doutorado,São Paulo,162397.0,Ingles,5,51,2002,5,6,False,False,6Q_5B,2000s,162397.0
618,Viagem,Graduação,São Bernardo,54162.0,Ingles,2,38,2004,3,4,False,False,4Q_3B,2000s,54162.0
619,Estudos,Mestrado,São Bernardo,31024.46153846154,Ingles,2,35,1986,1,2,True,True,2Q_1B,1980s,31024.46153846154
620,Viagem,Doutorado,São Paulo,54456.0,Espanhol e Ingles,5,15,1987,3,4,False,False,4Q_3B,1980s,54456.0
621,Viagem,Graduação,São Paulo,31632.0,Espanhol,2,6,1997,1,2,False,False,2Q_1B,1990s,31632.0
622,Trabalho,Graduação,São Paulo,72298.0,Ingles,2,29,1975,5,5,False,False,5Q_5B,<1980,72298.0
623,Estudos,Ensino Médio,São Paulo,35931.419117647056,Espanhol,4,14,2004,2,2,False,True,2Q_2B,2000s,35931.419117647056
624,Estudos,Ensino Médio,São Paulo,72635.0,Ingles,4,32,1981,5,5,False,False,5Q_5B,1980s,72635.0
625,Estudos,Graduação,São Paulo,13624.0,Espanhol,1,11,2002,1,1,False,False,1Q_1B,2000s,13624.0
626,Estudos,Graduação,São Paulo,84196.0,Ingles,3,12,2001,5,6,False,False,6Q_5B,2000s,84196.0
627,Viagem,Graduação,São Bernardo,70971.0,Ingles,2,8,1986,4,5,False,False,5Q_4B,1980s,70971.0
628,Estudos,Doutorado,São Paulo,34487.0,Ingles,4,20,2003,1,2,False,False,2Q_1B,2000s,34487.0
629,Viagem,Graduação,São Paulo,28769.0,Espanhol,4,21,2003,1,1,False,False,1Q_1B,2000s,28769.0
630,Trabalho,Doutorado,São Bernardo,69084.0,Ingles,3,17,1996,4,5,False,False,5Q_4B,1990s,69084.0
631,Estudos,Doutorado,Campinas,65488.0,Ingles,3,13,1984,4,5,False,False,5Q_4B,1980s,65488.0
632,Estudos,Ensino Médio,São Paulo,62466.0,Ingles,3,30,1996,4,4,False,False,4Q_4B,1990s,62466.0
633,Estudos,Ensino Médio,São Paulo,35931.419117647056,Espanhol e Ingles,3,3,1986,2,2,False,True,2Q_2B,1980s,35931.419117647056
634,Trabalho,Graduação,São Paulo,83917.0,Espanhol,2,6,1999,5,6,False,False,6Q_5B,1990s,83917.0
635,Viagem,Graduação,São Paulo,46102.0,Espanhol,1,6,1988,3,3,False,False,3Q_3B,1980s,46102.0
636,Estudos,Graduação,São Paulo,79934.6888888889,Espanhol,3,7,1978,5,6,False,True,6Q_5B,<1980,79934.6888888889
637,Trabalho,Graduação,São Paulo,55629.56934306569,Espanhol,3,1,1988,3,4,False,True,4Q_3B,1980s,55629.56934306569
638,Trabalho,Mestrado,São Paulo,63120.0,Mandarim,5,94,1976,4,5,False,False,5Q_4B,<1980,63120.0
639,Estudos,Graduação,São Paulo,73691.0,Ingles,2,34,1997,5,5,False,False,5Q_5B,1990s,73691.0
640,Viagem,Graduação,São Paulo,63381.0,Espanhol e Ingles,3,1,1986,3,5,False,False,5Q_3B,1980s,63381.0
641,Trabalho,Doutorado,São Paulo,76140.0,Ingles,5,21,1974,5,6,False,False,6Q_5B,<1980,76140.0
642,Trabalho,Doutorado,São Paulo,60765.025,Mandarim,5,84,1985,4,4,False,True,4Q_4B,1980s,60765.025
643,Estudos,Graduação,São Paulo,45906.0,Espanhol,4,7,1990,3,3,False,False,3Q_3B,1990s,45906.0
644,Trabalho,Mestrado,São Paulo,83185.41379310345,Ingles,2,42,1973,5,6,False,True,6Q_5B,<1980,83185.41379310345
645,Trabalho,Doutorado,Campinas,46463.0,Ingles,4,3,1997,3,3,False,False,3Q_3B,1990s,46463.0
646,Estudos,Graduação,São Paulo,105471.0,Espanhol e Ingles,3,37,1996,5,6,False,False,6Q_5B,1990s,105471.0
647,Trabalho,Mestrado,São Paulo,55282.0,Espanhol,3,6,1996,3,4,False,False,4Q_3B,1990s,55282.0
648,Trabalho,Mestrado,São Bernardo,78710.0,Espanhol,4,11,2003,5,6,False,False,6Q_5B,2000s,78710.0
649,Estudos,Graduação,São Paulo,66886.0,Espanhol e Ingles,4,13,1984,4,5,False,False,5Q_4B,1980s,66886.0
650,Trabalho,Mestrado,São Paulo,98777.0,Mandarim,3,91,1986,4,6,True,False,6Q_4B,1980s,98777.0
651,Trabalho,Graduação,São Paulo,29103.0,Espanhol,2,12,2011,1,1,False,False,1Q_1B,2010s,29103.0
652,Viagem,Graduação,São Paulo,67445.0,Espanhol,1,19,2000,4,5,False,False,5Q_4B,2000s,67445.0
653,Estudos,Doutorado,São Bernardo,50616.0,Ingles,2,17,1976,3,3,False,False,3Q_3B,<1980,50616.0
654,Estudos,Graduação,São Paulo,49431.0,Espanhol e Ingles,5,25,1981,3,3,False,False,3Q_3B,1980s,49431.0
655,Estudos,Graduação,São Paulo,153924.0,Ingles,3,9,2001,5,6,False,False,6Q_5B,2000s,153924.0
656,Viagem,Graduação,São Paulo,61278.0,Ingles,2,1,1979,4,4,False,False,4Q_4B,<1980,61278.0
657,Estudos,Ensino Médio,São Paulo,22253.544502617802,Ingles,1,19,1984,1,1,False,True,1Q_1B,1980s,22253.544502617802
658,Trabalho,Doutorado,São Paulo,73059.0,Espanhol e Ingles,2,19,1973,5,5,False,False,5Q_5B,<1980,73059.0
659,Trabalho,Doutorado,São Paulo,46734.0,Ingles,3,18,1992,3,3,False,False,3Q_3B,1990s,46734.0
660,Estudos,Graduação,São Paulo,56253.0,Ingles,3,43,1989,3,4,False,False,4Q_3B,1980s,56253.0
661,Trabalho,Graduação,Rio Branco,19986.0,Espanhol,3,15,2011,2,1,False,False,1Q_2B,2010s,19986.0
662,Estudos,Graduação,São Paulo,58330.0,Ingles,4,29,2001,3,4,False,False,4Q_3B,2000s,58330.0
663,Estudos,Ensino Fundamental,São Paulo,25965.0,Espanhol,4,7,2006,1,1,False,False,1Q_1B,2000s,25965.0
664,Trabalho,Mestrado,São Paulo,14661.0,Espanhol,5,6,1982,1,1,True,False,1Q_1B,1980s,14661.0
665,Estudos,Graduação,São Paulo,18690.0,Espanhol,2,12,1985,1,1,False,False,1Q_1B,1980s,18690.0
666,Trabalho,Doutorado,São Paulo,45068.0,Ingles,3,5,2000,3,3,False,False,3Q_3B,2000s,45068.0
667,Estudos,Ensino Fundamental,São Paulo,22253.544502617802,Espanhol e Ingles,2,27,2013,1,1,False,True,1Q_1B,2010s,22253.544502617802
668,Trabalho,Doutorado,São Paulo,29187.0,Ingles,3,48,1994,1,1,False,False,1Q_1B,1990s,29187.0
669,Viagem,Ensino Médio,São Paulo,55629.56934306569,Espanhol e Ingles,4,21,1997,3,4,False,True,4Q_3B,1990s,55629.56934306569
670,Trabalho,Doutorado,São Paulo,60765.025,Ingles,2,38,1990,4,4,False,True,4Q_4B,1990s,60765.025
671,Trabalho,Mestrado,Campinas,59247.0,Ingles,2,29,1988,4,4,False,False,4Q_4B,1980s,59247.0
672,Viagem,Graduação,São Paulo,66731.0,Ingles,1,17,1996,3,5,False,False,5Q_3B,1990s,66731.0
673,Trabalho,Graduação,São Paulo,77353.0,Ingles,4,6,2006,5,6,False,False,6Q_5B,2000s,77353.0
674,Trabalho,Doutorado,São Paulo,52614.0,Espanhol e Ingles,4,1,2001,3,4,False,False,4Q_3B,2000s,52614.0
675,Viagem,Graduação,Rio Branco,26751.0,Espanhol,1,3,2000,2,1,False,False,1Q_2B,2000s,26751.0
676,Estudos,Doutorado,São Paulo,81300.0,Ingles,3,14,1989,5,6,False,False,6Q_5B,1980s,81300.0
677,Trabalho,Graduação,São Paulo,70337.0,Ingles,4,36,2005,4,5,False,False,5Q_4B,2000s,70337.0
678,Estudos,Ensino Médio,Taubaté,36145.0,Espanhol e Ingles,4,35,2011,3,2,False,False,2Q_3B,2010s,36145.0
679,Trabalho,Doutorado,Campinas,65295.0,Ingles,3,48,2006,4,5,False,False,5Q_4B,2000s,65295.0
680,Estudos,Graduação,São Bernardo,68118.0,Ingles,4,43,1989,4,5,False,False,5Q_4B,1980s,68118.0
681,Estudos,Graduação,São Paulo,68743.0,Espanhol,3,19,1993,4,5,False,False,5Q_4B,1990s,68743.0
682,Viagem,Ensino Médio,São Paulo,41039.0,Espanhol,2,16,2008,2,3,False,False,3Q_2B,2000s,41039.0
683,Estudos,Graduação,São Paulo,38946.0,Ingles,2,13,1981,2,2,False,False,2Q_2B,1980s,38946.0
684,Estudos,Graduação,Campinas,65777.0,Espanhol,4,8,1993,5,5,False,False,5Q_5B,1990s,65777.0
685,Estudos,Doutorado,São Paulo,66476.0,Ingles,2,3,2002,4,5,False,False,5Q_4B,2000s,66476.0
686,Trabalho,Doutorado,São Paulo,86857.0,Mandarim,2,80,1998,5,6,False,False,6Q_5B,1990s,86857.0
687,Trabalho,Doutorado,São Paulo,160803.0,Ingles,2,22,2008,5,6,False,False,6Q_5B,2000s,160803.0
688,Trabalho,Doutorado,São Bernardo,77845.0,Espanhol e Ingles,1,13,2015,5,6,False,False,6Q_5B,2010s,77845.0
689,Trabalho,Doutorado,São Paulo,69476.0,Ingles,3,1,1995,4,5,False,False,5Q_4B,1990s,69476.0
690,Viagem,Doutorado,São Paulo,50611.0,Ingles,5,25,1986,3,3,False,False,3Q_3B,1980s,50611.0
691,Trabalho,Graduação,São Paulo,61209.0,Espanhol,4,1,1996,4,4,False,False,4Q_4B,1990s,61209.0
692,Trabalho,Mestrado,São Paulo,43536.55,Mandarim,5,83,1984,2,3,False,True,3Q_2B,1980s,43536.55
693,Estudos,Ensino Fundamental,São Paulo,22253.544502617802,Espanhol,2,17,1978,1,1,False,True,1Q_1B,<1980,22253.544502617802
694,Trabalho,Mestrado,São Paulo,48080.93700787402,Mandarim,4,91,1975,3,3,False,True,3Q_3B,<1980,48080.93700787402
695,Trabalho,Mestrado,São Paulo,61923.0,Espanhol,3,9,1987,4,4,False,False,4Q_4B,1980s,61923.0
696,Estudos,Graduação,São Paulo,34824.0,Espanhol,3,16,2021,2,2,False,False,2Q_2B,2010s,34824.0
697,Trabalho,Doutorado,São Paulo,26518.0,Ingles,1,18,1975,1,1,False,False,1Q_1B,<1980,26518.0
698,Estudos,Graduação,São Paulo,45938.0,Espanhol,1,2,1987,3,3,False,False,3Q_3B,1980s,45938.0
699,Trabalho,Graduação,São Paulo,78468.0,Ingles,2,13,1986,5,6,False,False,6Q_5B,1980s,78468.0
700,Trabalho,Graduação,São Paulo,78901.0,Ingles,3,1,1999,5,6,False,False,6Q_5B,1990s,78901.0
701,Estudos,Graduação,São Paulo,71427.0,Ingles,5,28,2004,3,5,False,False,5Q_3B,2000s,71427.0
702,Estudos,Graduação,São Paulo,71022.0,Ingles,3,12,2004,4,5,False,False,5Q_4B,2000s,71022.0
703,Trabalho,Mestrado,São Paulo,83043.54545454546,Espanhol,4,7,2014,5,6,False,True,6Q_5B,2010s,83043.54545454546
704,Trabalho,Mestrado,São Paulo,41335.0,Espanhol,2,10,1994,1,3,False,False,3Q_1B,1990s,41335.0
705,Trabalho,Graduação,Rio Branco,68978.78571428571,Espanhol,4,10,2012,5,5,False,True,5Q_5B,2010s,68978.78571428571
706,Trabalho,Doutorado,São Paulo,35682.0,Ingles,3,2,1996,2,2,False,False,2Q_2B,1990s,35682.0
707,Viagem,Graduação,São Bernardo,43185.0,Espanhol,2,8,1977,2,3,False,False,3Q_2B,<1980,43185.0
708,Estudos,Doutorado,São Paulo,66375.0,Mandarim,2,94,1974,4,5,False,False,5Q_4B,<1980,66375.0
709,Trabalho,Mestrado,São Paulo,35178.0,Espanhol e Ingles,1,1,1997,2,2,True,False,2Q_2B,1990s,35178.0
710,Estudos,Graduação,São Bernardo,25252.0,Espanhol,4,13,2012,1,1,False,False,1Q_1B,2010s,25252.0
711,Trabalho,Mestrado,São Paulo,55250.0,Ingles,2,1,1991,3,4,False,False,4Q_3B,1990s,55250.0
712,Trabalho,Graduação,São Paulo,33249.0,Espanhol,2,5,2001,2,2,False,False,2Q_2B,2000s,33249.0
713,Estudos,Graduação,São Paulo,58398.0,Espanhol e Ingles,5,14,1979,3,4,False,False,4Q_3B,<1980,58398.0
714,Viagem,Graduação,São Paulo,50272.0,Espanhol,1,9,2008,3,3,False,False,3Q_3B,2000s,50272.0
715,Viagem,Doutorado,Campinas,76618.0,Ingles,5,20,2001,5,6,False,False,6Q_5B,2000s,76618.0
716,Viagem,Ensino Médio,São Bernardo,87305.0,Espanhol,4,11,1986,5,6,False,False,6Q_5B,1980s,87305.0
717,Viagem,Graduação,Taubaté,25851.0,Espanhol,1,13,2004,2,1,False,False,1Q_2B,2000s,25851.0
718,Trabalho,Graduação,São Paulo,58710.0,Espanhol,2,14,1996,4,4,False,False,4Q_4B,1990s,58710.0
719,Estudos,Graduação,São Bernardo,45160.0,Espanhol e Ingles,1,43,1984,3,3,False,False,3Q_3B,1980s,45160.0
720,Trabalho,Mestrado,Campinas,74806.0,Ingles,5,47,1991,5,6,False,False,6Q_5B,1990s,74806.0
721,Estudos,Graduação,São Paulo,60765.025,Ingles,3,45,1980,4,4,False,True,4Q_4B,1980s,60765.025
722,Viagem,Doutorado,São Paulo,22253.544502617802,Ingles,4,13,2010,1,1,False,True,1Q_1B,2010s,22253.544502617802
723,Estudos,Graduação,São Bernardo,74127.0,Espanhol,5,4,1991,5,5,False,True,5Q_5B,1990s,74127.0
724,Viagem,Graduação,São Paulo,7500.0,Espanhol,5,2,2002,1,1,False,False,1Q_1B,2000s,7500.0
725,Trabalho,Graduação,São Bernardo,44794.0,Espanhol,3,16,1992,3,3,False,False,3Q_3B,1990s,44794.0
726,Trabalho,Graduação,São Paulo,80395.0,Espanhol e Ingles,3,33,1981,5,6,False,False,6Q_5B,1980s,80395.0
727,Trabalho,Mestrado,São Bernardo,75012.0,Ingles,3,11,2002,5,6,False,False,6Q_5B,2000s,75012.0
728,Trabalho,Mestrado,São Paulo,55629.56934306569,Ingles,3,27,1991,3,4,False,True,4Q_3B,1990s,55629.56934306569
729,Trabalho,Graduação,São Paulo,89891.0,Ingles,4,5,2017,5,6,False,False,6Q_5B,2010s,89891.0
730,Estudos,Doutorado,São Paulo,35946.0,Mandarim,4,91,1975,2,2,False,False,2Q_2B,<1980,35946.0
731,Trabalho,Doutorado,São Bernardo,53593.0,Ingles,2,25,1979,3,4,False,False,4Q_3B,<1980,53593.0
732,Trabalho,Graduação,São Paulo,66373.0,Espanhol,3,12,2004,4,5,False,False,5Q_4B,2000s,66373.0
733,Estudos,Doutorado,São Paulo,45072.0,Ingles,1,31,1974,3,3,False,False,3Q_3B,<1980,45072.0
734,Estudos,Graduação,São Paulo,89694.0,Espanhol,2,6,1999,5,6,False,False,6Q_5B,1990s,89694.0
735,Estudos,Graduação,Campinas,72025.0,Ingles,3,38,1975,5,5,False,False,5Q_5B,<1980,72025.0
736,Estudos,Graduação,São Paulo,67432.0,Ingles,4,18,1999,4,5,False,False,5Q_4B,1990s,67432.0
737,Trabalho,Mestrado,São Bernardo,70545.0,Espanhol e Ingles,2,15,1978,4,5,False,False,5Q_4B,<1980,70545.0
738,Estudos,Ensino Fundamental,São Paulo,17487.0,Espanhol,2,18,2015,1,1,False,False,1Q_1B,2010s,17487.0
739,Estudos,Graduação,São Paulo,62882.0,Ingles,4,17,1995,4,4,False,False,4Q_4B,1990s,62882.0
740,Trabalho,Doutorado,São Paulo,64108.0,Mandarim,1,89,1979,4,5,False,False,5Q_4B,<1980,64108.0
741,Trabalho,Mestrado,São Paulo,35931.419117647056,Espanhol,2,11,1982,2,2,False,True,2Q_2B,1980s,35931.419117647056
742,Estudos,Doutorado,São Bernardo,48767.0,Ingles,5,7,1976,3,3,False,False,3Q_3B,<1980,48767.0
743,Estudos,Ensino Médio,São Paulo,38702.0,Espanhol,3,16,2004,2,2,False,False,2Q_2B,2000s,38702.0
744,Trabalho,Graduação,São Paulo,82224.0,Espanhol,3,10,1990,5,6,False,False,6Q_5B,1990s,82224.0
745,Estudos,Graduação,Campinas,83844.0,Ingles,1,8,1978,5,6,False,False,6Q_5B,<1980,83844.0
746,Estudos,Ensino Médio,São Paulo,17003.0,Ingles,4,17,2001,1,1,False,False,1Q_1B,2000s,17003.0
747,Estudos,Graduação,São Paulo,71163.0,Ingles,3,26,2021,4,5,False,False,5Q_4B,2010s,71163.0
748,Viagem,Graduação,Campinas,33697.0,Espanhol e Ingles,4,15,1996,3,2,False,False,2Q_3B,1990s,33697.0
749,Viagem,Ensino Médio,São Paulo,63564.0,Ingles,2,34,1980,4,5,False,False,5Q_4B,1980s,63564.0
750,Trabalho,Doutorado,São Paulo,83443.0,Espanhol e Ingles,4,15,1998,5,6,False,False,6Q_5B,1990s,83443.0
751,Trabalho,Doutorado,Campinas,56520.454545454544,Ingles,4,8,1984,4,4,False,True,4Q_4B,1980s,56520.454545454544
752,Estudos,Graduação,São Paulo,58330.0,Ingles,5,42,2001,3,4,False,False,4Q_3B,2000s,58330.0
753,Viagem,Graduação,São Paulo,80952.0,Ingles,4,16,1995,5,6,False,False,6Q_5B,1990s,80952.0
754,Viagem,Graduação,São Paulo,75507.0,Ingles,3,20,2005,5,6,False,False,6Q_5B,2000s,75507.0
755,Estudos,Ensino Médio,São Bernardo,63855.0,Ingles,3,9,2004,4,5,False,False,5Q_4B,2000s,63855.0
756,Estudos,Doutorado,São Paulo,62220.0,Ingles,4,1,1998,4,4,False,False,4Q_4B,1990s,62220.0
757,Trabalho,Graduação,São Paulo,58512.0,Ingles,3,33,1990,4,4,False,False,4Q_4B,1990s,58512.0
758,Trabalho,Mestrado,Campinas,42974.15094339623,Espanhol e Ingles,1,51,2005,2,3,False,True,3Q_2B,2000s,42974.15094339623
759,Estudos,Doutorado,São Bernardo,38829.0,Ingles,5,31,1985,2,2,False,False,2Q_2B,1980s,38829.0
760,Viagem,Ensino Médio,São Paulo,35523.0,Espanhol,3,20,2007,2,2,False,False,2Q_2B,2000s,35523.0
761,Trabalho,Graduação,São Paulo,79934.6888888889,Espanhol,3,19,1993,5,6,False,True,6Q_5B,1990s,79934.6888888889
762,Trabalho,Mestrado,São Paulo,78285.0,Espanhol,1,9,2014,5,6,False,False,6Q_5B,2010s,78285.0
763,Viagem,Doutorado,São Bernardo,31626.0,Ingles,4,16,2004,1,2,False,False,2Q_1B,2000s,31626.0
764,Trabalho,Graduação,São Paulo,75127.0,Ingles,4,21,1978,4,6,False,False,6Q_4B,<1980,75127.0
765,Trabalho,Graduação,São Paulo,48726.0,Espanhol,2,15,1981,3,3,False,False,3Q_3B,1980s,48726.0
766,Viagem,Graduação,São Bernardo,74985.0,Ingles,2,28,2003,5,6,False,False,6Q_5B,2000s,74985.0
767,Trabalho,Graduação,Campinas,68625.31428571428,Ingles,4,1,2013,4,5,False,True,5Q_4B,2010s,68625.31428571428
768,Estudos,Ensino Médio,São Paulo,46891.0,Espanhol,1,13,1991,3,3,False,False,3Q_3B,1990s,46891.0
769,Trabalho,Mestrado,São Bernardo,62058.0,Ingles,3,12,1982,4,4,False,False,4Q_4B,1980s,62058.0
770,Trabalho,Graduação,São Paulo,73037.20833333333,Ingles,4,32,2005,5,5,False,True,5Q_5B,2000s,73037.20833333333
771,Trabalho,Doutorado,São Bernardo,78939.0,Ingles,2,1,1977,5,6,False,False,6Q_5B,<1980,78939.0
772,Estudos,Graduação,São Paulo,42720.0,Espanhol,2,17,1991,2,3,False,False,3Q_2B,1990s,42720.0
773,Trabalho,Graduação,São Paulo,33622.0,Espanhol,2,5,1998,2,2,False,False,2Q_2B,1990s,33622.0
774,Trabalho,Doutorado,São Bernardo,6835.0,Mandarim,5,88,1983,1,1,False,False,1Q_1B,1980s,6835.0
775,Viagem,Graduação,São Paulo,43536.55,Ingles,4,24,1979,2,3,False,True,3Q_2B,<1980,43536.55
776,Estudos,Doutorado,São Paulo,40760.0,Ingles,5,1,1991,2,3,False,False,3Q_2B,1990s,40760.0
777,Trabalho,Doutorado,São Bernardo,74250.0,Mandarim,3,83,1984,5,5,False,False,5Q_5B,1980s,74250.0
778,Trabalho,Mestrado,São Bernardo,51124.0,Espanhol,4,13,1981,3,3,False,False,3Q_3B,1980s,51124.0
779,Trabalho,Graduação,São Paulo,72258.0,Ingles,1,27,1997,5,5,False,False,5Q_5B,1990s,72258.0
780,Trabalho,Doutorado,São Paulo,71466.0,Ingles,5,19,2000,4,5,False,False,5Q_4B,2000s,71466.0
781,Trabalho,Graduação,São Paulo,35931.419117647056,Espanhol,2,15,2002,2,2,False,True,2Q_2B,2000s,35931.419117647056
782,Estudos,Graduação,São Paulo,20587.0,Ingles,3,1,1996,1,1,False,False,1Q_1B,1990s,20587.0
783,Estudos,Graduação,São Paulo,30467.0,Espanhol,1,1,1998,1,2,False,False,2Q_1B,1990s,30467.0
784,Estudos,Graduação,São Paulo,31590.0,Ingles,4,37,1998,1,2,False,False,2Q_1B,1990s,31590.0
785,Viagem,Ensino Fundamental,Campinas,20425.0,Espanhol,1,4,2012,2,1,False,False,1Q_2B,2010s,20425.0
786,Viagem,Mestrado,São Paulo,17144.0,Espanhol,3,1,1986,1,1,True,False,1Q_1B,1980s,17144.0
787,Trabalho,Doutorado,São Paulo,42564.0,Espanhol e Ingles,4,26,1994,2,3,False,False,3Q_2B,1990s,42564.0
788,Trabalho,Mestrado,São Paulo,43783.0,Espanhol,3,9,2004,2,3,False,False,3Q_2B,2000s,43783.0
789,Viagem,Graduação,Campinas,40780.0,Espanhol,1,14,2002,3,3,False,False,3Q_3B,2000s,40780.0
790,Trabalho,Mestrado,São Paulo,60765.025,Mandarim,5,86,1971,4,4,False,True,4Q_4B,<1980,60765.025
791,Viagem,Doutorado,São Paulo,82017.0,Ingles,3,9,1983,5,6,False,False,6Q_5B,1980s,82017.0
792,Viagem,Graduação,São Paulo,16813.0,Espanhol,1,18,1976,1,1,False,False,1Q_1B,<1980,16813.0
793,Estudos,Graduação,São Paulo,51267.0,Espanhol,3,10,2004,3,3,False,False,3Q_3B,2000s,51267.0
794,Trabalho,Graduação,São Paulo,46524.0,Espanhol,1,18,1987,2,3,False,False,3Q_2B,1980s,46524.0
795,Trabalho,Mestrado,Campinas,45183.0,Ingles,4,8,1988,3,3,False,False,3Q_3B,1980s,45183.0
796,Trabalho,Doutorado,Campinas,68978.78571428571,Mandarim,3,88,1980,5,5,False,True,5Q_5B,1980s,68978.78571428571
797,Estudos,Ensino Médio,São Paulo,60161.0,Ingles,4,23,1991,4,4,False,False,4Q_4B,1990s,60161.0
798,Estudos,Graduação,São Paulo,73926.0,Ingles,3,37,1999,5,5,False,False,5Q_5B,1990s,73926.0
799,Estudos,Graduação,Campinas,19329.0,Espanhol,4,3,1994,2,1,False,False,1Q_2B,1990s,19329.0
800,Trabalho,Mestrado,São Bernardo,61872.0,Ingles,3,5,1996,4,4,False,False,4Q_4B,1990s,61872.0
801,Trabalho,Graduação,São Paulo,48080.93700787402,Espanhol,3,1,1982,3,3,False,True,3Q_3B,1980s,48080.93700787402
